date,841_no frills,841_walmart,841_superstore,841_sobeys,841_costco,47_honda,47_ford,47_dodge,47_nissan,47_toyota,1190_wolseley,1190_gm,1190_chrysler,1190_ford,1190_automotive,1191_bikes,1191_bmx,1191_velo,1191_bicycle,1191_bike,1140_canoe,1140_boat,1140_kayak,1140_bateau,1140_sail,1213_trailers,1213_roulotte,1213_trailer,1213_camper,1213_rv,1013_vintage,1013_cars,1013_encan,1013_classic cars,1013_tucker,1214_trailers,1214_trucks,1214_trailer,1214_truck,1214_hebdo,806_lamborghini,806_spartan,806_mclaren,806_bugatti,806_performance,810_electric car,810_hybrid,810_motor,810_toyota,810_prius,1317_buddy,1317_smart car,1317_morris,1317_smart,1317_door lock,273_yamaha,273_harley davidson,273_motorcycles,273_harley,273_motorcycle,148_ski doo,148_arctic cat,148_polaris,148_arctic,148_atv,1147_plane,1147_aircraft,1147_cessna,1147_titan,1147_airplane,1212_scooter,1212_scooters,1212_yamaha,1212_roller,1212_vespa,610_vans,610_truck,610_ford,610_suv,610_dodge,815_honda,815_ford,815_bmw,815_dodge,815_toyota,1294_points,1294_permis de conduire,1294_speeding ticket,1294_speeding,1294_driving test,170_driving school,170_driving,170_change address,170_license,170_plate,138_tools,138_auto repair,138_apk,138_mechanic,138_automotive,89_tires,89_auto parts,89_rims,89_tire,89_garmin,473_used,473_cars,473_auto,473_autotrader,473_car,803_auto show,803_2010,803_home show,803_convention centre,803_car show,121_super,121_super c,121_circulaire,121_iga,121_grocery,276_pizza,276_restaurant,276_tim hortons,276_pizza pizza,276_restaurants,650_portail,650_doors,650_air conditioner,650_wood,650_home depot,73_sears,73_walmart,73_walmart canada,73_canadian tire,73_store,355_books,355_renaud,355_livres,355_librairie,355_livre,1146_eb games,1146_ebgames,1146_eb,1146_game,1146_games,18_walmart,18_netflix,18_kijiji,18_canadian tire,18_amazon,1225_outlet,1225_costco hours,1225_outlets,1225_wholesale,1225_costco,270_ikea,270_ikea canada,270_lighting,270_furniture,270_light,659_gas station,659_gas,659_shell,659_oil,659_alberta,1268_gas prices,1268_gas costco,1268_gas,1268_costco,1268_gas buddy,38_saaq,38_blue cross,38_assurance,38_insurance,38_desjardins,844_barcode,844_display,844_pos,844_rfid,844_scanner,614_ticketmaster,614_cineplex,614_vancouver,614_ticket,614_centre bell
2017-11-01,40,49,35,43,78,72,70,78,84,75,87,5,6,20,21,14,22,12,16,16,24,14,34,17,61,19,13,21,24,22,56,30,74,37,20,37,70,40,79,46,67,18,62,48,28,28,26,54,25,44,37,5,33,16,58,25,32,18,38,24,42,61,54,61,43,17,27,28,30,25,32,27,21,51,10,62,77,76,59,79,66,64,4,73,68,73,64,56,55,55,52,59,54,41,46,44,75,30,70,66,97,77,100,96,30,42,39,33,61,33,3,5,3,46,5,55,53,43,29,18,84,63,48,84,53,31,72,2,67,52,25,63,80,58,77,18,76,74,39,80,67,42,66,33,66,83,61,46,56,65,63,47,22,65,65,65,54,94,85,66,45,67,56,40,33,13,23,19,22,24,52,74,62,59,35,31,72,48,21,38,42,60,44,36,37
2017-12-01,43,63,57,63,47,62,63,73,72,64,73,4,8,21,18,14,18,10,13,14,17,13,32,18,77,19,9,19,21,18,62,33,39,44,19,32,67,37,76,38,56,17,67,35,28,26,20,42,24,40,40,5,31,17,61,28,35,20,41,24,60,80,66,78,43,14,24,27,33,26,24,20,18,48,9,51,71,72,57,74,56,58,4,68,54,54,62,51,46,43,44,52,54,40,43,42,64,33,58,53,50,64,60,58,33,37,38,30,56,29,4,4,3,32,8,67,66,47,41,22,97,68,61,97,58,23,59,2,62,39,18,76,70,65,85,22,94,65,56,100,72,44,70,40,70,86,71,42,57,61,67,74,21,59,88,61,53,75,78,66,57,72,63,35,27,10,17,15,17,19,43,70,55,50,35,31,69,41,19,47,43,81,40,35,30
2018-01-01,40,36,32,45,29,67,72,81,77,68,74,5,10,23,18,13,16,10,14,13,18,25,44,23,47,28,18,27,28,32,60,32,56,42,30,38,67,44,74,41,52,19,65,32,28,22,23,47,28,45,44,5,31,15,67,28,34,21,44,28,59,75,71,74,42,13,22,27,30,25,17,14,19,56,11,49,73,83,68,84,63,70,4,77,66,70,69,54,56,46,56,66,55,43,41,41,67,32,65,64,24,67,44,36,28,41,40,33,62,33,25,4,18,33,23,59,57,44,33,21,86,60,58,86,55,29,69,2,63,47,13,43,27,33,54,20,46,69,31,62,36,25,36,22,36,46,65,41,32,46,36,42,14,49,58,69,57,87,74,61,46,66,57,38,30,10,18,15,17,20,46,87,65,59,35,34,65,46,18,42,36,77,40,32,32
2018-02-01,46,36,31,46,36,67,68,79,81,71,75,5,8,21,17,17,15,17,17,15,19,21,45,29,50,33,28,36,32,36,64,31,65,44,41,42,68,47,74,45,51,21,58,34,31,23,27,49,32,51,43,4,52,13,56,31,43,23,52,31,56,84,66,83,44,15,21,25,30,26,20,15,21,62,14,55,71,81,67,73,64,66,4,76,64,75,71,56,58,47,57,63,57,43,46,45,59,31,61,53,24,62,51,30,25,44,44,35,59,35,27,5,34,50,52,52,50,43,28,20,87,64,53,87,59,34,68,2,60,45,5,40,20,34,56,16,37,60,28,53,28,30,27,20,29,43,60,42,27,40,37,42,18,47,53,59,49,85,66,53,43,63,54,37,35,9,17,15,17,22,45,79,64,58,38,28,66,50,22,32,45,65,39,32,28
2018-03-01,47,37,33,50,50,77,79,88,92,82,74,5,9,22,18,26,23,28,25,24,20,26,47,26,47,39,45,44,39,40,66,34,100,45,33,54,73,58,78,51,48,19,63,28,29,32,30,48,37,59,42,7,34,19,61,35,51,29,59,40,34,59,68,59,49,15,23,29,38,25,31,21,25,58,16,71,82,87,82,90,73,73,5,83,79,89,78,69,71,59,68,73,60,49,55,46,64,38,62,57,32,85,67,42,27,48,44,38,61,38,13,4,77,51,44,57,53,44,31,22,83,66,58,83,59,27,78,3,64,54,4,44,30,39,57,18,41,62,30,47,32,31,31,25,32,48,60,46,34,40,53,39,23,53,54,64,52,85,77,56,54,71,59,37,35,15,25,23,24,36,57,82,76,62,43,36,69,47,19,41,49,70,50,34,30
2018-04-01,42,36,30,43,41,84,78,85,90,83,67,4,7,22,22,34,32,46,35,33,23,28,55,36,45,43,48,53,45,44,56,31,91,42,25,56,73,77,71,51,75,19,68,27,32,38,35,51,41,62,50,6,44,17,92,36,55,34,69,46,15,29,41,29,52,18,25,30,50,29,45,25,34,61,22,72,88,85,79,82,75,77,5,81,79,85,80,62,63,57,69,73,64,51,55,44,72,29,64,60,45,75,81,58,28,48,44,39,63,38,3,5,35,41,34,54,52,41,32,21,76,64,54,76,57,26,79,7,74,57,4,45,37,46,53,15,37,60,32,53,27,25,26,24,27,49,57,47,39,40,50,43,17,49,60,67,53,81,73,52,52,71,57,41,36,23,36,31,35,54,69,73,75,64,41,33,70,51,22,38,34,60,35,35,16
2018-05-01,45,41,35,49,36,90,80,88,94,82,75,5,11,21,19,43,39,58,49,53,29,42,67,45,48,55,68,74,63,61,71,32,85,42,20,58,75,82,72,45,65,27,80,34,33,37,39,49,48,80,46,9,39,19,71,42,69,41,81,57,6,20,36,19,56,15,23,28,33,27,60,28,37,67,29,69,84,84,74,85,84,74,5,85,79,83,89,80,82,66,74,79,65,56,56,41,86,24,73,67,44,90,77,61,32,50,45,40,66,40,1,5,8,43,33,59,56,45,33,22,78,70,71,78,61,27,92,30,81,78,3,51,38,60,56,16,36,60,32,51,24,26,24,19,24,53,54,50,52,39,73,57,19,57,71,60,51,79,66,48,64,81,65,43,33,22,37,32,37,57,74,64,74,72,40,35,60,43,20,45,46,48,38,40,20
2018-06-01,45,38,34,53,37,83,84,85,92,77,98,5,10,22,21,40,40,54,43,47,31,50,77,54,58,52,67,76,67,64,76,34,67,42,19,58,74,81,72,43,60,34,84,45,31,29,34,52,45,67,46,7,30,17,73,41,77,38,84,55,5,17,33,17,46,16,26,33,29,27,55,28,39,67,26,67,84,86,74,85,76,74,5,83,71,87,90,65,70,68,72,78,68,60,59,39,75,26,77,62,28,82,57,46,33,49,44,38,66,39,1,5,4,40,56,63,61,43,35,26,83,72,66,83,63,32,82,29,73,65,3,49,27,58,58,15,31,62,28,46,31,34,31,23,31,52,57,46,50,41,60,58,26,52,68,62,49,75,65,48,65,78,65,41,30,16,30,25,30,39,69,69,70,68,39,29,64,53,22,40,28,67,35,24,16
2018-07-01,49,43,37,55,51,90,82,89,98,80,100,5,7,22,17,39,38,50,43,45,32,63,97,80,73,64,90,89,83,82,78,37,61,46,21,66,73,79,76,51,57,26,79,31,30,32,35,51,42,66,49,6,36,15,68,40,67,36,78,54,5,19,34,19,49,16,26,32,30,26,53,29,33,68,25,66,90,88,81,92,79,76,5,86,76,100,80,73,78,82,79,89,71,59,62,40,87,27,76,67,28,83,56,45,34,50,45,38,61,38,2,4,3,32,60,59,55,44,34,30,88,78,77,88,85,15,81,48,72,79,3,60,38,65,62,19,34,63,30,48,31,35,30,19,30,63,55,47,47,47,66,59,29,54,72,71,57,76,71,51,75,85,66,37,27,19,35,28,34,50,62,67,70,70,41,30,67,49,25,33,35,83,35,30,15
2018-08-01,47,41,35,51,46,84,82,88,97,82,82,5,7,18,18,34,34,44,35,36,29,55,84,66,67,63,83,83,73,72,73,34,60,42,24,60,70,79,77,48,56,24,87,39,31,29,34,42,42,64,42,7,33,16,80,37,61,34,73,47,11,25,38,25,49,28,30,37,33,34,50,28,29,65,30,91,88,92,83,83,77,77,5,86,80,79,77,83,84,67,87,91,70,64,70,38,77,27,73,64,31,81,60,46,33,52,47,39,65,41,2,4,6,33,54,55,53,44,32,31,89,79,73,89,85,29,83,22,72,64,3,55,45,52,64,19,41,69,47,54,34,34,34,22,34,58,55,46,41,46,77,57,27,56,68,78,59,75,75,55,91,89,69,37,29,14,32,24,32,41,64,69,72,71,41,28,73,60,20,34,32,69,33,30,13
2018-09-01,46,39,34,54,35,77,84,81,89,79,86,4,4,18,16,25,27,30,27,26,21,32,49,44,58,41,50,52,47,47,60,35,75,46,23,50,73,66,73,49,52,23,71,41,28,30,33,44,35,52,51,7,35,16,57,30,44,27,55,37,18,35,48,35,52,17,26,30,34,26,37,23,24,70,20,67,82,85,79,87,72,84,5,78,77,84,74,81,80,55,71,77,69,54,56,40,74,30,77,62,54,84,69,58,27,49,43,37,60,39,2,5,19,47,34,61,60,43,35,28,90,69,74,90,69,33,88,6,72,59,3,55,36,50,62,24,36,59,39,58,38,36,37,22,37,58,55,44,40,46,62,57,19,57,67,72,56,79,73,60,70,78,67,37,28,15,31,24,30,42,64,68,67,67,39,33,63,48,23,41,41,50,37,38,28
2018-10-01,43,39,33,48,34,75,78,80,92,84,78,5,7,23,17,18,18,16,17,18,17,20,40,24,51,28,23,35,29,33,66,32,61,42,23,42,66,54,76,38,47,14,61,34,29,29,32,47,44,61,48,5,40,15,86,27,31,19,40,26,24,42,50,42,46,16,22,25,33,26,31,19,21,65,13,56,73,82,74,79,71,74,5,75,77,91,80,61,65,62,61,73,65,48,49,43,70,31,70,62,83,75,90,87,22,45,41,37,53,37,2,4,8,49,6,54,52,42,30,25,84,65,69,84,62,37,76,3,68,52,4,51,30,40,68,18,36,56,32,53,39,39,38,22,38,56,51,42,39,52,54,49,20,50,63,58,46,84,70,62,50,73,71,44,29,15,31,24,30,42,62,73,68,65,39,24,68,47,23,25,43,57,42,38,33
2018-11-01,42,49,34,46,55,70,70,78,89,79,88,64,13,38,27,15,15,13,15,15,15,15,37,19,71,20,12,21,26,22,85,26,58,33,21,37,66,43,70,35,48,14,56,32,25,27,28,51,36,62,45,4,30,17,68,27,29,16,37,20,40,60,57,60,40,17,23,28,31,26,34,20,17,65,13,64,78,71,63,72,65,63,4,69,73,68,62,59,61,48,61,67,60,47,48,49,87,29,80,70,92,69,97,96,28,40,38,34,48,33,3,4,4,45,6,60,59,47,34,22,82,63,55,82,58,47,71,3,66,49,3,68,50,64,84,18,56,73,39,78,58,56,57,33,58,88,55,39,60,76,71,47,25,47,71,65,52,86,75,67,51,72,59,45,40,16,32,25,31,47,57,73,64,63,39,34,80,51,22,37,45,63,48,45,34
2018-12-01,48,63,56,68,49,61,67,70,70,72,72,17,9,29,16,13,15,12,15,14,13,14,33,19,74,18,11,19,24,21,72,28,68,40,27,30,68,42,75,36,47,14,66,27,29,28,28,45,30,45,45,5,35,18,51,27,37,19,45,22,52,72,68,71,39,18,21,25,32,24,28,17,25,75,10,63,72,76,63,72,56,61,4,61,64,67,62,51,52,44,51,57,54,44,44,49,58,33,71,55,35,60,54,46,34,36,36,33,42,31,4,4,3,26,8,69,68,48,43,27,92,72,73,92,67,28,59,2,65,39,3,87,46,69,95,23,84,74,54,86,74,69,72,41,72,94,64,36,58,71,82,80,22,47,87,65,54,75,72,69,60,73,61,42,44,15,32,24,31,45,46,68,58,56,36,34,70,51,21,40,48,76,41,42,30
2019-01-01,44,38,33,46,34,65,73,74,79,78,86,12,8,24,21,14,15,12,15,15,14,23,43,25,55,27,18,30,29,31,62,30,50,44,22,38,68,45,74,38,47,15,63,35,27,24,30,50,36,51,48,4,41,15,74,30,34,20,44,29,60,80,71,80,43,16,23,29,48,28,22,14,17,73,14,48,77,81,76,74,62,72,4,68,79,86,59,59,66,51,61,72,60,46,45,42,65,29,71,58,25,62,47,36,29,41,38,34,47,35,17,4,19,39,23,60,59,46,36,24,82,60,61,82,58,37,69,2,67,43,3,50,30,35,55,21,40,61,34,61,32,36,32,22,33,52,64,36,34,54,43,41,12,50,58,68,56,78,71,59,51,70,68,39,35,12,24,19,23,34,49,86,67,68,39,35,68,52,21,44,34,67,35,27,26
2019-02-01,48,40,31,47,35,66,74,76,85,78,89,11,8,21,20,16,17,16,16,15,15,25,43,26,47,29,25,32,31,34,74,31,53,43,24,41,72,48,81,45,43,18,53,29,29,28,30,49,37,50,44,5,48,16,63,29,36,24,47,30,63,96,69,96,43,16,26,28,33,26,24,15,19,75,16,53,81,84,84,75,65,71,4,70,78,70,65,48,52,46,60,68,56,48,50,42,67,27,72,59,26,64,44,34,23,43,41,37,52,34,23,4,31,44,48,60,57,48,34,23,86,62,64,86,63,52,72,3,65,42,3,46,37,31,54,14,37,64,32,55,22,27,21,21,23,49,54,36,32,45,41,47,17,49,57,57,49,76,63,55,54,72,62,38,31,12,25,21,24,37,49,73,68,67,39,39,73,56,21,44,44,50,40,35,31
2019-03-01,43,38,30,44,35,81,80,83,92,88,84,7,11,20,21,27,22,27,25,25,17,26,48,36,48,39,43,47,44,39,55,35,89,48,24,51,69,64,83,49,51,18,60,52,30,33,37,50,41,54,63,5,38,16,59,35,50,33,59,39,41,63,67,63,47,20,35,27,33,33,37,23,29,72,18,76,86,89,78,82,75,75,5,77,86,94,82,68,74,58,81,83,62,56,58,47,70,28,79,65,33,81,65,45,23,49,44,41,55,39,8,4,81,46,39,59,57,46,32,23,84,65,74,84,64,41,77,6,65,54,2,47,37,35,54,18,38,62,27,53,26,25,25,18,26,50,50,39,36,47,50,45,18,53,60,59,46,84,72,57,57,73,64,37,30,17,32,26,31,50,53,79,78,74,44,36,72,66,19,48,37,72,41,30,31
2019-04-01,50,46,36,51,39,88,85,85,100,94,94,7,9,24,22,37,34,47,40,40,21,30,55,36,51,44,46,55,53,44,71,36,83,48,24,58,75,77,80,50,51,15,56,32,34,50,51,58,54,76,68,7,39,18,80,37,56,41,70,51,14,30,43,30,58,15,26,29,28,27,56,36,34,72,26,97,90,94,92,86,80,77,5,83,88,97,84,72,75,60,74,79,65,66,80,53,79,30,76,69,52,80,81,65,28,52,45,43,59,42,6,5,32,41,36,65,62,44,36,26,83,66,73,83,65,35,88,9,75,62,3,56,34,47,65,15,37,58,29,60,21,24,21,22,23,58,50,40,46,51,64,62,18,67,72,60,49,82,71,57,65,78,77,41,36,26,40,43,40,80,63,70,85,93,46,32,73,57,18,44,34,75,32,36,26
2019-05-01,48,45,35,51,39,84,79,78,93,88,78,9,5,34,17,38,36,58,41,43,21,41,56,45,52,49,62,72,64,60,71,30,76,40,20,57,74,80,77,47,51,22,69,31,32,53,50,46,53,75,47,7,42,18,66,40,59,35,70,52,6,19,35,19,55,21,23,29,36,30,65,33,41,83,22,100,92,85,79,79,75,73,5,74,85,83,83,84,78,59,73,81,58,56,58,43,85,29,79,70,40,81,66,58,31,48,42,41,58,39,1,4,7,36,35,61,60,47,37,27,84,67,73,84,68,34,88,18,78,73,2,52,35,54,61,15,35,62,32,49,20,24,20,22,22,56,50,40,52,47,60,58,21,76,71,64,54,77,63,50,60,75,59,40,31,18,31,27,31,51,64,64,83,78,48,33,70,54,16,39,38,68,31,42,19
2019-06-01,47,44,35,49,39,80,78,83,89,84,78,7,7,30,23,39,39,58,41,47,24,50,67,55,58,48,64,74,72,67,68,34,57,43,20,55,70,76,79,45,59,28,83,35,29,38,41,45,47,67,51,6,40,15,84,37,57,37,70,52,5,17,32,17,48,24,26,28,44,28,69,37,35,75,30,98,94,85,75,89,71,71,5,77,80,85,93,80,78,64,85,88,63,60,66,45,73,29,87,61,30,82,55,47,33,47,42,38,61,39,1,4,3,40,61,63,62,43,39,29,88,70,80,88,75,45,81,28,74,73,2,57,37,57,63,17,31,62,26,40,26,30,26,21,27,58,51,37,53,51,64,56,25,76,70,62,49,75,67,50,74,83,65,38,31,17,34,26,34,57,58,63,77,76,72,33,66,70,17,41,35,71,41,38,14
2019-07-01,49,48,36,53,41,88,79,85,92,89,98,4,5,21,20,41,39,57,42,49,26,62,87,75,70,60,82,86,83,82,69,34,64,40,25,61,71,82,72,52,54,21,81,25,34,32,39,55,43,59,51,7,38,17,100,38,59,37,72,51,7,19,31,19,45,20,25,27,40,26,82,45,33,73,27,82,90,86,83,89,78,76,5,81,85,92,100,91,93,66,98,98,76,64,61,39,90,30,93,69,29,90,54,48,34,48,44,40,60,42,1,4,3,32,60,62,61,46,38,34,90,79,91,90,82,21,82,36,74,75,2,62,39,55,65,18,37,54,32,44,24,27,24,18,24,62,53,39,50,62,69,54,27,57,72,67,52,73,70,52,88,87,70,36,23,15,31,25,31,52,61,62,80,80,72,32,64,58,17,38,34,84,38,27,16
2019-08-01,53,43,38,53,42,82,79,84,95,90,93,4,8,14,15,37,37,51,37,41,23,56,74,58,57,57,79,82,78,73,70,36,68,49,21,56,69,80,78,48,55,21,84,44,26,33,36,47,43,66,42,5,36,17,89,34,56,33,69,46,9,24,36,24,52,16,26,35,31,25,88,53,30,64,25,100,92,88,83,83,75,76,25,82,90,95,87,80,85,79,86,92,76,65,69,42,89,32,90,69,33,84,54,48,32,48,43,42,63,40,1,5,4,36,60,62,60,45,37,33,90,81,83,90,90,32,83,11,79,63,2,60,37,44,69,19,39,63,45,52,25,25,24,20,25,61,52,37,45,61,81,63,27,61,76,78,59,77,74,56,91,91,67,35,23,14,33,24,33,44,62,66,76,87,57,30,67,57,18,37,30,79,30,30,20
2019-09-01,46,40,34,49,38,76,75,77,85,84,77,62,9,19,22,27,31,31,25,27,16,33,45,33,54,38,44,50,47,45,76,31,82,40,23,49,68,63,75,45,57,18,71,46,27,37,42,45,46,63,40,6,38,16,83,32,43,24,51,34,17,32,45,31,49,16,26,34,26,25,70,44,29,66,15,80,79,82,78,68,71,72,100,75,82,95,63,74,69,61,83,87,71,57,56,43,76,30,87,63,51,75,67,57,28,45,44,38,61,39,2,4,16,39,32,66,64,42,37,28,86,66,86,86,71,42,85,4,74,59,2,54,33,40,65,21,37,59,36,52,25,31,25,21,26,56,54,34,40,60,63,55,22,69,68,72,54,79,73,59,74,79,60,39,27,14,31,22,30,40,59,70,76,96,56,39,78,69,20,46,43,62,41,37,30
2019-10-01,47,41,35,51,38,73,74,74,87,82,79,100,8,24,20,19,22,18,19,19,10,20,33,23,46,24,25,32,35,32,64,29,72,39,20,40,63,56,77,41,50,12,73,28,28,41,42,48,47,67,44,4,32,17,68,26,32,21,40,26,25,38,45,38,44,13,22,26,26,24,44,31,21,56,13,70,81,80,70,71,67,71,4,71,77,81,73,69,66,64,69,79,72,53,51,47,80,29,76,71,78,72,84,81,24,45,41,36,55,37,2,4,13,40,7,66,63,44,33,26,82,65,77,82,63,49,79,3,71,54,2,51,33,33,66,15,38,61,33,58,23,26,23,21,24,54,49,31,39,62,58,52,23,57,68,62,46,81,68,62,67,76,61,39,36,12,30,21,29,42,57,74,77,87,60,33,68,62,22,43,35,67,35,33,26
2019-11-01,42,53,36,42,55,71,82,73,83,83,85,7,7,22,21,15,18,13,16,16,11,15,29,17,67,18,12,19,28,21,76,27,56,34,36,32,61,42,75,39,44,14,59,24,26,35,39,46,44,55,43,4,33,19,93,25,26,16,33,21,41,58,54,58,42,15,22,24,29,25,35,23,18,75,12,66,100,76,76,72,65,82,4,67,74,81,62,60,59,52,57,69,58,48,47,49,80,31,85,68,97,70,95,100,29,42,40,34,46,35,3,4,3,38,8,64,63,45,34,24,86,63,69,86,60,58,76,3,65,52,3,65,56,63,82,17,53,64,35,71,42,46,41,29,41,83,50,31,62,87,70,54,19,51,79,65,50,83,75,70,59,71,60,37,31,11,26,19,26,37,51,70,71,76,58,35,70,59,18,38,30,64,31,29,44
2019-12-01,50,75,59,63,59,58,72,66,68,70,66,8,7,17,14,15,16,13,15,15,10,14,31,21,72,16,12,19,27,18,79,31,58,38,100,31,64,40,73,32,41,13,57,30,27,31,34,49,39,50,59,5,30,18,69,24,33,17,42,22,50,69,63,68,39,16,22,27,27,25,30,18,20,78,14,70,73,80,72,60,53,69,3,61,65,68,65,50,52,45,52,63,53,45,46,54,78,34,76,57,36,74,48,48,35,40,38,31,46,34,2,4,5,30,9,74,73,46,45,28,93,69,85,93,66,39,66,3,65,42,2,81,59,60,100,18,79,78,49,77,50,51,49,38,50,92,56,28,59,95,84,97,22,70,93,68,53,75,73,71,68,74,68,34,25,10,24,18,23,32,39,73,61,76,58,39,74,57,23,45,31,81,33,34,28
2020-01-01,47,40,36,48,34,60,72,69,79,76,81,6,9,20,20,13,15,14,14,14,11,21,38,23,45,22,18,25,27,28,76,31,46,40,38,34,65,47,79,35,39,16,58,30,27,31,38,48,40,51,62,4,35,17,82,29,32,20,40,27,65,83,68,82,40,19,26,24,30,27,24,14,21,73,13,56,79,77,74,65,55,70,4,66,72,88,73,59,60,60,64,74,58,49,45,44,76,28,80,62,28,80,41,39,26,43,40,33,51,36,9,4,15,31,17,64,63,45,35,26,84,61,79,84,58,46,72,3,64,43,2,47,30,31,58,20,45,64,31,59,25,25,24,21,25,49,57,28,33,63,43,43,14,72,59,66,51,80,68,62,53,66,57,37,28,10,26,18,25,32,49,82,81,83,62,37,75,69,20,49,36,69,27,29,27
2020-02-01,58,39,35,49,35,65,75,71,80,77,71,7,5,19,14,17,14,17,18,17,11,23,38,27,48,31,25,33,32,34,64,27,62,34,29,39,64,50,80,43,41,16,54,34,29,31,40,46,44,53,55,4,44,15,57,28,40,23,49,31,70,76,73,75,41,17,23,28,30,29,28,17,21,73,14,60,76,85,81,74,59,73,4,67,74,94,66,68,67,52,66,73,58,61,72,46,78,27,81,57,24,91,47,34,24,48,44,34,52,38,22,4,35,42,45,65,61,46,34,28,88,66,74,88,64,68,73,3,67,42,2,45,28,27,57,17,36,62,28,54,20,22,20,19,22,47,50,28,31,61,43,50,16,74,64,59,45,81,69,59,54,69,58,37,30,13,31,22,31,39,48,78,81,85,60,36,71,66,20,36,45,52,40,38,37
2020-03-01,86,75,91,86,69,54,72,58,61,62,66,16,15,65,28,25,20,26,23,24,11,19,23,23,39,24,25,30,33,29,52,29,77,39,27,36,56,46,62,34,36,13,62,28,27,22,29,43,27,37,73,3,36,14,55,29,36,22,46,29,32,48,59,47,41,13,21,23,25,24,38,19,25,65,15,57,67,68,50,52,49,65,3,55,60,61,57,50,50,37,50,55,56,47,54,46,65,26,63,52,28,88,49,36,20,39,35,29,40,33,5,4,28,23,16,85,84,61,98,100,77,40,88,77,37,39,67,3,63,45,2,70,52,44,63,14,43,66,29,58,34,36,34,28,35,70,69,26,41,68,28,92,8,87,91,56,45,66,56,50,48,71,67,48,46,39,64,61,62,100,50,65,93,86,65,37,58,69,13,39,22,35,16,17,14
2020-04-01,100,100,100,100,93,58,66,58,52,55,59,9,7,38,19,51,35,68,51,66,14,26,23,27,43,27,23,31,37,28,67,33,61,44,30,41,57,56,59,28,40,23,55,21,29,17,20,41,17,21,64,3,28,13,52,37,44,30,54,38,13,28,46,28,62,16,22,23,31,23,58,26,32,90,21,64,64,62,39,47,46,59,3,55,49,41,61,48,47,20,18,31,82,43,43,46,59,26,60,51,39,96,63,55,20,34,33,26,37,27,0,3,2,8,4,97,98,100,100,83,87,28,40,87,15,30,71,6,84,74,2,100,96,82,74,22,56,70,41,67,21,27,21,24,23,99,77,27,85,88,19,100,3,86,100,68,71,62,62,58,41,59,58,59,37,18,27,23,27,41,52,36,66,75,63,28,52,69,11,31,7,3,4,6,3
2020-05-01,82,78,74,72,77,74,77,74,74,74,89,9,6,35,22,90,53,100,68,97,21,45,58,53,61,45,51,65,66,57,80,32,50,44,31,60,65,84,75,43,52,18,68,27,31,19,29,49,29,34,63,3,30,15,60,43,57,36,65,47,7,22,47,22,73,15,23,23,35,23,78,33,34,100,31,74,83,78,60,71,64,68,5,69,70,57,88,55,69,36,34,46,65,56,61,50,77,23,79,57,45,93,70,61,29,46,40,36,51,35,0,4,1,4,6,91,91,96,79,36,91,36,51,91,27,31,91,39,98,99,2,86,70,100,80,22,47,68,42,57,23,24,23,21,25,89,65,32,100,84,43,66,11,85,84,94,100,73,81,67,48,60,50,38,25,10,18,15,18,29,82,40,71,85,58,35,61,86,12,40,6,1,4,6,2
2020-06-01,74,60,60,60,66,86,87,84,91,88,99,7,7,27,24,89,55,84,70,100,30,71,83,80,100,65,90,89,89,86,80,33,73,44,28,71,67,95,84,49,59,13,81,27,36,20,35,53,34,48,50,4,35,17,66,44,60,37,67,51,6,22,43,22,66,13,22,26,41,22,97,43,35,86,32,71,96,92,84,79,75,81,5,81,87,64,85,64,71,60,67,77,74,66,71,50,96,22,84,72,42,99,70,57,33,51,45,46,57,40,1,4,2,6,9,84,84,84,54,29,89,48,60,89,44,31,97,38,99,96,2,71,58,83,81,23,52,63,39,54,26,22,25,17,27,75,59,32,83,71,57,48,25,80,75,92,74,80,95,66,56,64,55,38,23,8,17,14,17,23,100,55,95,100,65,46,64,77,16,48,6,4,5,6,2
2020-07-01,77,57,59,64,61,87,98,87,98,93,80,6,8,23,18,61,49,76,59,86,31,100,100,100,81,75,100,100,100,100,86,33,57,39,29,70,77,100,83,51,66,13,100,34,31,26,42,53,40,45,49,4,44,16,83,42,60,36,69,52,8,23,40,23,60,14,22,29,38,21,100,50,38,83,32,71,100,96,90,84,77,100,5,86,91,85,85,76,84,78,96,99,75,74,85,49,100,22,91,71,39,100,63,54,45,52,47,48,61,41,1,4,2,6,9,80,80,85,48,33,92,62,68,92,56,20,99,59,93,93,2,67,48,71,76,22,49,67,39,53,24,26,24,21,24,70,57,34,70,70,54,50,16,79,77,92,68,79,96,63,74,74,58,34,22,8,17,13,17,21,93,60,87,100,63,45,62,78,18,45,4,19,6,5,1
2020-08-01,73,45,53,62,54,85,87,84,93,96,74,6,5,21,18,48,46,59,49,68,28,77,81,74,70,68,90,92,90,85,86,37,59,52,33,68,73,96,76,51,58,12,88,36,30,29,41,47,42,53,44,5,45,16,80,39,57,30,65,46,13,24,44,24,62,14,22,33,37,20,95,49,31,79,26,97,94,99,91,79,74,85,5,81,94,90,80,81,79,82,93,97,76,72,74,47,98,23,83,75,43,94,62,53,33,52,45,44,59,40,1,4,2,6,11,74,73,77,43,34,90,71,73,90,61,44,99,18,91,77,2,59,31,55,79,22,50,67,55,57,22,23,21,22,22,60,56,32,54,71,59,56,19,82,84,100,70,84,97,67,75,76,71,32,19,7,19,13,18,18,93,61,73,94,59,40,64,69,18,41,3,28,6,11,2
