date,841_No Frills,841_Flyer,841_Costco,841_Real Canadian Superstore,841_Canada,47_Ford,47_Car,47_Honda,47_Canada,47_Sales,1190_Ford,1190_Car,1190_General Motors,1190_Canada,1191_Mountain,1191_Motorcycle,1191_Mountain bike,1191_Bicycle,1191_Canada,1140_Kayak,1140_Outboard motor,1140_Boat,1140_KAYAK,1140_Sales,1213_Caravan,1213_Travel,1213_Trailer,1213_Recreational vehicle,1213_Sales,1013_Classic car,1013_Car,1013_Sales,1013_Auction,1013_Classic,1214_Ritchie Bros. Auctioneers,1214_Car,1214_Trailer,1214_Truck,1214_Sales,806_Lamborghini,806_Bugatti,806_Car,806_Truck,810_Car,810_Electric vehicle,810_Canada,810_Hybrid vehicle,810_Electric car,1317_Smart,1317_Door,1317_Car,1317_Lock,273_Motorcycle,273_Yamaha Motor Company,273_Harley-Davidson,273_Canada,273_Sales,148_Arctic Cat,148_Ski-Doo,148_Snowmobile,148_Polaris Inc.,1147_Aircraft,1147_Airplane,1147_Cessna,1147_Sales,1212_Motorcycle,1212_Scooter,1212_Vespa,1212_Canada,1212_Kick scooter,610_Ford,610_Van,610_Sport utility vehicle,610_Truck,610_Sales,815_Ford,815_Car,815_Honda,815_Canada,815_Sales,1294_Ontario,1294_Traffic ticket,1294_Test,1294_Driving,1294_Speed limit,170_License,170_Driving school,170_Driving,170_Vehicle registration plate,170_Driver's license,138_Code,138_Oil,138_Car,138_apk,89_Rim,89_Car,89_Wheel,89_Tire,89_Canada,473_Used car,473_Auto Trader Group,473_Car,473_Canada,473_Sales,803_Toronto,803_Auto show,803_Car,803_2010,803_Air show,121_Super C,121_IGA,121_Grocery store,121_IGA Extra,121_Circulaire,276_Toronto,276_Menu,276_Domino's Pizza,276_Restaurant,276_McDonald's,650_Door,650_The Home Depot,650_Canada,650_Wood,650_Air conditioning,73_Walmart,73_Canadian Tire,73_Calgary,73_Walmart Canada,73_Walmart Pharmacy,355_Bookstore,355_Renaud-Bray,355_Book,355_Archambault,1146_Game,1146_EB Games Australia,1146_Video game,1146_Canada,1146_EB Games,18_Walmart,18_Canadian Tire,18_Kijiji,18_Canada,18_Shoes,1225_Canada,1225_Costco,1225_Hour,1225_Wholesaling,1225_Outlet store,270_IKEA,270_Canada,270_Furniture,270_Light,659_Oil,659_Petroleum,659_Gas,659_Filling station,659_Gasoline,1268_Costco Gasoline,1268_GasBuddy,1268_Costco,1268_Price,1268_Gasoline,38_Insurance,38_Canada,38_Vehicle insurance,38_Desjardins Group,38_Ontario,844_Image scanner,844_Point of sale,844_Barcode,844_Canada,614_Vancouver,614_Ticket,614_Ticketmaster,614_Cineplex Entertainment,614_Centre Bell
2018-04-01,42,67,41,26,40,79,72,84,74,65,22,25,4,16,27,46,33,36,41,55,32,28,55,14,26,54,52,6,43,32,32,16,18,49,0,52,77,71,64,75,27,23,66,41,37,33,7,38,16,91,8,89,47,6,28,54,18,29,4,13,0,25,29,31,5,20,45,22,24,43,85,73,6,88,50,77,55,75,58,57,70,50,48,53,41,51,70,73,26,29,94,79,75,29,64,54,76,58,71,33,6,38,37,68,11,3,31,5,6,52,32,49,28,41,75,73,77,64,58,57,33,63,74,13,45,46,47,37,34,18,5,20,18,24,0,25,14,27,49,39,47,47,81,48,60,6,5,31,67,60,73,52,41,19,71,15,50,32,34,35,29,15,64,39,62,37,44,0,18,35,33,35,35,34,0,16
2018-05-01,45,75,36,31,30,80,73,91,74,67,21,21,7,17,37,62,44,49,45,67,52,42,67,17,23,72,74,5,48,25,30,10,24,45,5,37,82,72,61,65,34,19,28,39,43,38,14,37,19,68,11,69,57,6,32,61,20,20,1,5,0,23,27,28,6,25,60,29,27,64,84,78,0,84,45,74,58,83,56,55,71,58,57,64,41,56,75,79,13,34,100,92,92,24,66,58,73,61,73,33,0,40,36,69,10,1,36,5,15,56,33,50,28,45,74,75,87,70,73,66,62,74,81,42,51,60,54,38,36,20,8,25,14,19,0,16,8,24,53,52,50,45,86,45,71,55,11,49,60,51,65,48,43,21,81,7,52,49,38,37,29,15,73,40,57,42,45,0,17,36,33,38,40,46,0,20
2018-06-01,45,74,37,33,30,84,74,83,77,66,22,21,9,21,37,66,46,43,43,77,62,50,77,18,28,70,76,4,49,31,32,10,13,47,0,40,82,72,59,60,44,25,31,31,41,28,17,29,17,69,9,75,56,0,44,62,15,17,1,5,0,26,27,33,6,24,55,27,27,53,86,84,6,84,42,74,58,76,56,56,76,46,58,64,52,60,72,78,20,35,87,81,82,26,49,59,59,46,72,33,0,39,40,69,9,1,54,5,32,61,35,58,37,43,77,75,87,72,67,62,46,71,73,42,49,58,50,27,41,15,5,20,11,23,23,27,16,32,52,50,46,47,79,48,68,12,6,37,62,50,64,48,41,27,79,8,41,67,28,30,23,14,68,39,59,40,47,8,11,29,27,35,24,28,0,16
2018-07-01,49,72,51,33,52,82,76,91,80,69,23,18,5,23,36,43,43,43,41,97,68,63,97,24,31,92,89,6,62,30,32,12,17,50,5,46,80,75,60,56,30,22,32,36,41,30,17,32,15,73,9,72,54,6,39,60,16,19,1,6,0,25,26,32,7,16,53,25,27,35,88,91,6,90,44,76,60,78,58,55,87,48,64,73,58,59,79,90,47,32,79,80,84,27,45,61,58,45,70,32,0,38,39,70,7,2,56,4,45,55,34,83,26,44,87,81,85,78,86,65,61,78,72,53,60,65,55,38,45,23,7,28,18,19,0,20,16,31,62,47,48,49,74,52,72,37,6,48,71,57,70,51,38,15,85,15,43,8,33,34,25,10,70,39,61,41,51,0,21,31,35,35,31,35,0,15
2018-08-01,47,76,46,33,49,82,76,85,78,68,18,14,5,17,32,40,36,35,39,84,61,55,84,20,27,80,83,9,56,27,33,12,27,46,5,47,76,76,56,55,38,27,28,33,32,27,15,28,16,74,9,77,47,18,41,52,15,25,2,10,0,30,34,37,3,21,51,30,22,26,92,96,6,89,53,77,62,77,60,55,86,48,56,64,57,64,87,92,54,36,92,82,79,27,54,59,57,46,68,34,0,40,39,69,11,2,51,4,67,53,32,83,40,44,73,80,66,79,69,64,49,72,72,31,55,52,55,45,44,31,5,32,19,22,0,25,15,35,58,41,46,50,82,55,68,25,23,55,78,62,75,55,38,16,90,15,43,25,31,32,22,7,72,41,66,26,51,7,16,30,40,33,30,32,0,13
2018-09-01,47,69,35,32,36,84,69,78,74,62,19,17,6,17,25,30,30,27,29,49,39,32,49,18,23,51,52,6,39,28,28,4,21,48,0,43,66,73,55,52,41,23,23,33,31,29,7,30,16,60,9,61,37,0,32,43,14,35,3,14,0,26,27,29,7,17,37,20,22,24,86,68,0,82,45,84,56,72,56,47,81,44,48,62,59,54,71,77,27,31,98,78,76,30,62,54,61,58,70,33,19,39,39,68,20,2,34,5,49,60,35,73,18,43,65,74,70,69,64,63,34,63,72,15,55,50,49,36,38,53,6,34,14,22,0,25,16,38,58,40,44,49,85,45,67,19,6,44,72,56,72,60,37,19,79,15,50,17,28,30,22,11,67,40,67,31,44,0,13,34,35,37,38,41,0,28
2018-10-01,43,68,34,29,32,78,65,76,68,58,23,19,5,18,15,21,18,17,19,39,27,19,39,11,75,37,35,2,25,25,28,4,13,46,14,40,54,76,54,47,33,20,28,32,27,28,28,28,15,80,7,88,26,0,19,38,10,42,6,24,0,21,26,25,4,17,31,13,18,16,82,63,0,73,50,74,52,71,52,49,78,51,50,65,50,48,61,72,26,28,95,80,67,31,87,55,77,86,78,29,0,37,37,66,13,2,9,4,2,52,30,55,13,42,62,71,60,65,69,60,33,59,68,12,51,39,50,30,39,19,5,21,15,22,0,24,11,39,56,39,42,50,77,45,63,18,0,49,58,50,69,61,44,20,73,0,43,24,30,31,24,9,65,36,50,47,43,0,15,26,35,42,37,43,0,34
2018-11-01,42,88,55,33,59,71,61,70,68,55,38,22,44,46,13,16,15,15,21,37,12,15,37,9,100,21,21,3,15,22,23,14,7,37,24,32,43,69,38,48,31,20,27,30,35,24,29,27,17,68,7,71,20,0,22,37,5,60,9,37,0,23,26,27,6,5,34,13,18,46,71,59,0,78,48,63,50,64,51,49,67,46,42,55,47,47,61,67,7,27,90,79,62,29,95,58,85,95,80,24,0,33,35,66,13,3,10,4,1,59,34,51,18,47,59,74,67,63,55,60,34,57,66,9,68,64,49,50,38,18,9,23,25,33,0,28,25,59,88,60,39,82,85,65,71,30,17,67,65,61,75,67,45,20,72,22,43,8,33,31,25,10,63,38,62,35,44,0,14,37,41,48,45,45,0,34
2018-12-01,48,90,49,40,55,67,57,62,62,47,29,18,13,24,12,17,14,15,19,33,12,14,33,11,36,20,19,4,14,16,19,6,12,42,0,43,42,75,37,47,26,20,29,31,34,25,17,28,18,58,8,50,22,0,19,36,7,72,11,51,8,20,24,24,4,14,28,10,15,19,77,61,0,72,25,61,46,56,48,41,92,32,41,80,38,44,50,58,28,26,81,71,57,33,48,52,49,46,63,22,0,31,34,56,7,4,11,4,2,68,43,61,37,48,66,81,78,72,72,52,36,48,65,9,87,69,63,46,44,27,19,30,33,40,23,36,27,74,94,58,36,64,75,56,87,83,12,64,65,60,71,68,42,14,73,0,40,17,31,32,24,9,56,32,53,49,35,0,17,36,38,41,42,47,0,30
2019-01-01,44,71,34,31,31,73,61,65,64,54,24,23,13,28,13,29,14,15,19,43,12,23,43,11,25,32,30,2,21,27,30,23,13,49,0,38,45,74,38,47,34,21,28,30,30,26,7,24,16,75,6,70,29,12,21,40,16,80,14,59,0,23,28,29,5,5,23,14,11,13,81,60,12,77,44,72,48,61,49,51,92,42,45,96,37,46,61,72,32,26,83,67,63,29,41,54,47,36,57,25,0,35,36,62,18,17,22,4,2,59,36,53,20,46,62,78,64,60,72,55,29,53,67,11,50,35,41,30,40,34,8,26,17,22,0,23,10,33,52,34,36,48,65,44,58,18,0,35,68,59,71,60,39,19,71,7,47,47,25,23,19,9,68,39,68,47,46,7,12,36,32,35,28,34,0,26
2019-02-01,48,71,36,28,31,73,63,67,70,59,21,18,13,23,13,21,15,16,19,43,16,25,43,13,22,34,32,8,26,27,24,19,12,46,10,40,47,80,56,43,29,19,30,32,25,25,19,29,16,64,7,53,30,0,20,41,10,96,13,54,0,26,26,28,7,12,24,15,13,17,85,69,0,81,46,71,51,65,53,51,62,38,46,53,32,48,60,68,20,28,94,68,64,27,41,56,46,34,58,24,0,34,39,68,36,22,43,4,4,57,34,50,22,48,58,76,64,62,58,56,25,49,65,13,46,31,38,37,37,18,10,17,15,20,0,22,12,22,49,32,36,44,66,45,57,25,6,35,57,47,63,55,38,17,72,8,46,0,26,24,18,7,67,36,58,47,48,0,16,38,32,40,34,44,24,30
2019-03-01,43,67,35,32,30,80,70,81,73,63,21,22,4,20,21,39,27,25,30,48,25,27,48,13,21,49,47,5,35,28,30,10,27,51,14,37,63,83,60,51,51,22,41,36,34,39,17,33,16,59,8,62,39,0,28,51,9,63,8,40,0,35,33,27,5,23,36,18,18,23,89,79,6,86,54,75,54,74,56,54,78,48,50,65,44,56,81,83,19,31,90,87,75,28,53,53,64,45,67,30,0,39,39,72,23,8,38,4,4,58,32,52,30,46,58,79,77,65,70,59,39,56,65,18,47,35,40,37,41,16,9,21,12,18,0,23,10,26,50,36,39,46,80,47,60,35,5,40,59,50,72,57,37,20,73,7,44,0,35,31,25,7,74,38,66,54,46,0,18,38,31,41,30,37,0,31
2019-04-01,50,70,39,37,32,85,77,88,79,66,25,21,4,20,33,54,41,40,39,55,36,30,55,12,27,55,55,5,40,28,35,18,26,55,19,46,77,80,56,51,32,22,38,52,68,52,27,50,17,82,10,78,52,0,32,59,15,30,3,12,0,25,28,28,7,17,56,26,25,32,94,77,12,89,52,77,56,80,55,58,85,63,54,71,53,67,74,80,46,32,92,100,89,30,66,60,85,65,75,34,6,42,40,72,12,6,36,5,5,62,36,60,30,44,62,72,92,66,76,64,43,61,75,21,56,47,45,34,43,15,12,18,14,22,0,21,10,21,58,46,41,44,89,44,72,42,0,35,60,51,71,57,41,20,78,15,41,49,51,40,34,18,93,42,85,45,54,0,14,33,33,32,35,34,0,26
2019-05-01,48,72,39,41,34,79,73,83,74,66,34,15,6,15,34,65,39,41,41,56,50,41,56,17,27,69,72,10,40,30,30,12,13,46,18,48,80,76,58,51,31,23,31,53,66,53,31,53,18,71,9,66,52,0,25,55,14,19,1,6,0,23,30,29,7,17,65,22,27,44,85,69,6,92,41,73,55,75,53,60,87,50,57,65,100,56,73,81,44,30,100,98,90,29,62,59,65,58,70,31,6,39,38,70,9,1,38,4,11,60,37,60,44,47,63,78,71,67,88,66,58,63,79,30,53,54,42,35,46,18,6,21,12,22,21,26,9,21,56,52,40,45,86,44,71,29,11,36,64,54,63,50,40,21,75,14,47,16,36,31,24,9,78,37,75,53,48,0,18,32,29,31,42,38,0,19
2019-06-01,47,70,39,39,34,78,75,81,74,63,30,14,5,17,35,49,40,41,44,67,61,50,67,14,28,66,74,5,48,27,31,6,17,46,33,47,76,79,46,59,34,23,27,40,46,38,29,38,15,93,8,75,53,0,34,58,11,17,1,5,0,26,28,28,6,28,70,30,30,51,85,81,6,94,40,71,58,71,52,49,82,49,58,64,62,60,85,88,33,32,93,91,86,29,55,59,64,47,66,30,0,39,40,69,6,1,57,4,34,62,39,71,65,43,70,78,76,70,88,68,44,65,74,40,57,57,45,37,43,21,5,22,11,21,0,18,14,27,58,53,37,47,85,47,70,12,11,53,62,49,66,50,39,25,83,15,42,16,36,34,27,8,76,37,69,48,45,7,14,34,33,41,38,35,0,14
2019-07-01,49,71,41,43,40,80,77,88,78,68,21,18,5,17,38,56,46,43,41,87,74,62,87,18,32,81,86,3,56,28,29,8,24,46,23,40,83,72,50,54,24,22,36,35,38,33,9,32,17,100,9,100,52,6,36,53,17,19,1,5,0,25,26,27,3,29,82,27,31,44,87,94,12,90,38,76,58,77,56,55,89,48,61,64,65,64,98,98,26,37,95,92,88,30,52,60,62,48,68,34,0,42,40,75,6,1,59,4,32,61,38,84,62,46,79,81,75,79,89,69,62,69,74,51,62,55,49,39,45,27,8,22,13,18,0,22,14,24,62,50,39,47,80,51,72,18,11,41,67,51,70,51,36,15,88,30,43,24,38,31,20,7,80,38,94,49,50,0,12,33,31,38,26,34,0,16
2019-08-01,53,73,42,43,41,80,77,82,75,67,14,15,5,14,32,46,37,37,39,74,67,56,74,20,31,72,82,7,49,21,24,10,22,47,14,44,80,77,51,55,43,24,28,34,38,34,18,33,17,87,8,90,46,0,40,48,10,24,2,8,7,26,25,35,5,29,89,25,27,35,88,91,6,92,48,76,60,75,56,54,88,49,70,72,74,66,86,92,45,35,93,96,87,32,46,58,56,49,65,32,0,40,39,74,11,1,58,5,80,60,37,80,73,45,71,86,89,81,100,72,50,57,79,26,60,44,52,37,46,39,8,27,16,20,0,25,11,25,61,45,37,47,86,49,76,0,0,46,78,62,74,56,35,14,91,15,41,24,35,32,21,7,87,39,84,58,51,0,12,31,30,30,30,30,0,20
2019-09-01,46,63,38,39,34,75,70,76,68,63,19,21,17,22,25,46,31,25,28,45,39,33,45,18,28,49,50,9,36,22,25,8,9,42,31,34,63,75,49,57,45,21,24,39,35,37,19,37,16,84,8,78,34,6,28,40,14,32,3,15,7,26,25,33,3,20,70,15,24,45,82,74,6,79,46,72,56,71,52,55,79,45,56,58,61,57,83,87,31,34,90,83,73,30,65,56,60,57,65,31,0,39,38,68,16,2,35,4,56,64,37,64,65,42,72,74,86,66,79,67,56,56,73,16,54,39,44,33,44,46,4,33,15,21,62,23,14,26,56,40,34,47,86,46,68,40,0,51,72,61,72,59,39,15,79,7,45,31,30,30,20,8,96,38,76,62,47,7,13,40,28,41,37,43,0,30
2019-10-01,47,69,38,38,40,74,67,73,66,54,24,19,26,20,18,28,22,19,23,33,25,20,33,11,21,33,32,2,22,28,26,14,16,41,25,39,56,76,40,50,27,19,24,43,43,40,13,41,17,83,8,68,26,5,25,36,10,38,5,24,0,22,24,26,6,7,44,12,18,35,80,65,0,81,35,70,51,67,50,44,76,47,57,59,53,53,69,79,35,31,87,84,68,29,83,55,73,81,75,29,0,37,35,63,12,2,10,4,2,63,33,58,62,44,63,70,90,65,73,66,35,54,71,17,50,33,43,33,47,19,7,21,15,21,39,18,11,24,54,39,31,50,79,47,68,22,5,45,62,55,67,62,39,18,76,7,44,22,30,29,20,9,87,40,63,56,48,6,17,35,35,35,33,35,0,26
2019-11-01,42,75,55,44,63,82,65,71,63,55,21,15,3,17,14,31,16,16,22,29,12,15,29,9,21,19,19,5,15,26,32,9,12,39,8,41,41,75,41,44,24,18,26,40,56,34,18,35,19,93,9,81,21,0,22,31,9,58,8,36,6,22,25,25,6,9,35,12,17,39,76,59,5,100,38,82,49,65,46,56,62,52,49,56,32,48,58,69,23,27,82,84,64,31,100,60,89,100,81,24,5,35,33,66,12,3,11,4,2,63,34,49,33,45,63,72,76,63,72,66,44,52,64,14,65,63,43,56,45,21,9,17,18,29,0,24,22,42,83,62,31,74,88,59,79,43,15,54,65,61,75,70,38,17,71,13,37,7,26,26,19,8,76,35,56,64,44,0,17,37,32,31,29,30,0,44
2019-12-01,50,80,58,52,63,72,61,58,59,49,17,18,7,13,12,22,13,15,19,31,12,14,31,9,24,16,19,2,12,22,26,6,17,42,9,41,40,73,36,41,29,20,27,33,43,29,22,31,18,60,10,66,22,6,22,33,4,69,9,46,14,22,25,27,6,10,30,14,14,34,80,64,6,73,35,69,51,53,43,51,60,41,42,57,40,46,52,63,25,26,81,71,61,34,37,55,52,48,58,22,0,34,31,62,8,2,14,4,2,73,45,65,77,46,62,78,88,69,82,55,43,46,65,20,81,60,58,59,49,21,8,25,29,38,0,40,26,50,92,59,29,64,85,58,93,51,0,63,68,63,72,71,34,17,74,21,30,15,22,23,16,7,76,36,66,55,42,0,17,41,36,33,34,31,0,28
2020-01-01,47,71,34,44,39,72,65,60,60,50,21,19,7,19,13,17,14,14,19,38,11,21,38,9,21,28,25,6,15,26,28,9,18,43,12,37,48,79,39,40,29,20,29,34,41,30,25,31,17,83,7,81,28,0,14,37,11,83,11,57,0,26,27,24,7,15,24,13,13,16,77,68,16,79,41,70,49,55,46,51,72,47,52,62,39,49,63,74,46,28,91,77,62,28,37,57,47,39,52,25,0,36,37,60,17,9,20,4,3,64,35,59,32,45,57,74,75,61,69,61,29,52,64,18,47,31,36,30,43,35,5,25,15,21,38,28,13,25,49,33,28,44,71,48,59,5,5,41,66,58,68,62,37,16,67,0,37,14,24,25,18,7,83,41,52,60,50,6,20,38,35,27,29,35,0,27
2020-02-01,58,69,35,39,34,75,65,65,63,55,19,18,8,19,15,21,17,18,22,38,19,23,38,10,19,37,33,2,25,22,27,7,14,37,21,38,50,80,43,41,32,20,25,35,35,32,11,31,15,57,6,59,31,0,24,40,11,75,12,60,7,23,29,28,3,8,28,14,13,13,85,73,0,76,41,73,51,59,48,48,69,48,49,58,45,61,65,73,24,31,81,71,59,27,38,52,46,34,54,27,6,38,34,64,32,22,41,4,4,61,34,58,48,46,59,79,92,66,62,60,31,49,67,19,45,27,37,28,45,20,10,22,15,19,20,22,12,20,47,31,28,41,68,50,64,11,0,34,59,51,68,59,37,18,69,7,41,15,29,31,21,6,85,43,73,59,48,0,19,36,26,40,38,45,0,37
2020-03-01,86,73,68,88,57,72,54,55,60,47,65,23,13,33,21,34,25,23,32,23,18,19,23,9,20,33,30,1,19,20,22,8,13,40,37,38,47,62,34,36,28,17,27,25,30,23,18,22,14,51,4,56,29,0,28,44,11,48,7,37,0,21,24,23,7,9,38,15,17,25,68,59,5,67,33,65,42,49,43,40,74,33,38,44,30,47,50,55,31,26,77,68,56,26,42,46,49,36,53,20,0,33,32,57,13,5,18,4,2,84,99,100,70,61,35,55,77,40,75,52,28,56,63,21,70,44,35,52,62,13,11,16,17,27,17,33,20,34,70,41,26,40,54,65,91,71,9,21,56,51,56,50,49,20,71,17,44,57,67,63,52,18,86,44,58,54,48,0,15,38,24,16,17,21,0,14
2020-04-01,100,99,93,100,88,66,53,58,65,44,39,21,10,24,49,56,62,51,77,23,34,26,23,12,20,31,31,8,22,25,28,14,15,46,21,34,56,58,38,40,21,19,19,18,21,16,8,17,13,60,5,52,39,0,36,62,14,28,3,13,5,22,23,23,4,23,58,21,30,64,62,54,0,64,24,59,40,46,39,38,69,24,18,33,18,43,18,31,25,25,63,80,59,26,56,49,76,55,83,17,9,27,27,48,2,0,8,3,2,98,100,82,59,100,24,58,92,28,61,72,65,63,84,20,100,82,24,96,60,14,12,15,23,23,17,33,25,21,99,85,27,58,66,65,100,100,8,11,68,74,62,58,59,20,60,6,33,30,34,27,25,9,75,38,59,40,41,5,16,29,27,4,6,7,0,3
2020-05-01,82,100,77,75,73,78,68,75,79,60,34,19,8,23,76,47,97,69,100,58,66,45,58,18,24,67,65,6,39,27,32,11,14,45,25,28,85,75,49,52,26,25,19,23,25,19,7,19,15,63,6,65,47,0,56,71,18,22,2,6,0,23,23,23,9,29,79,32,39,72,78,65,5,83,48,68,51,64,48,51,52,29,32,36,31,56,34,46,39,32,82,92,75,23,72,64,78,61,97,28,0,35,35,67,3,0,11,4,4,91,79,59,100,96,26,77,83,36,69,94,97,92,98,45,86,100,40,70,57,22,7,20,18,20,0,30,18,24,89,100,32,64,78,67,84,68,4,25,94,100,81,67,39,15,60,6,36,12,21,18,16,3,85,37,74,27,43,5,10,37,39,4,5,6,0,2
2020-06-01,74,90,67,61,60,88,76,87,86,71,27,26,6,20,74,63,96,71,100,83,89,71,83,22,29,93,89,10,63,28,32,6,13,48,15,43,95,84,58,59,27,26,16,24,25,22,16,20,17,72,7,78,51,0,54,68,12,22,2,6,0,22,23,26,9,29,97,33,44,100,92,90,14,96,51,81,58,75,55,54,62,36,52,52,44,66,68,77,37,38,93,93,88,21,67,73,71,57,92,35,0,40,38,76,1,1,13,4,1,84,54,60,77,84,28,77,78,48,76,100,81,90,99,50,71,82,43,58,58,20,8,22,19,18,0,24,20,26,75,82,33,61,76,64,75,24,9,39,91,85,94,66,38,18,64,0,35,13,18,17,14,6,100,45,100,33,53,0,23,47,37,5,6,6,0,2
2020-07-01,77,89,61,65,54,99,82,88,88,72,23,18,5,18,64,57,81,59,85,100,99,100,100,29,28,100,100,7,70,31,34,3,16,48,28,42,100,83,67,66,34,26,23,30,37,28,11,26,15,81,7,80,52,5,57,61,15,23,2,6,6,22,21,29,6,30,100,32,41,89,97,91,0,100,41,100,61,77,57,61,75,32,70,60,63,75,96,99,44,44,91,93,89,22,60,75,69,54,92,33,0,41,39,79,1,1,15,4,2,80,48,77,59,85,35,84,73,62,79,100,85,92,93,58,67,71,44,48,57,21,7,24,19,21,0,24,19,24,70,70,34,57,76,61,77,46,14,45,92,89,96,63,34,13,74,19,39,41,17,17,13,6,100,47,69,76,56,0,14,46,34,6,5,4,0,1
2020-08-01,73,79,54,62,45,88,77,86,82,69,21,20,6,15,51,59,63,50,68,81,84,77,81,23,25,91,92,7,62,26,32,17,17,52,16,59,96,76,56,57,35,27,20,33,35,27,14,29,16,80,8,80,46,0,48,56,12,24,3,9,6,22,20,33,8,20,96,27,35,73,99,100,5,94,49,85,61,73,55,54,74,40,73,60,61,73,93,97,45,43,89,95,88,23,58,68,68,53,78,34,5,40,36,69,1,1,16,4,4,73,43,84,57,77,40,87,67,71,77,98,62,73,91,33,59,55,40,31,57,33,7,26,19,21,0,33,13,22,60,54,32,53,82,60,84,52,28,38,100,86,96,67,32,14,76,6,43,14,17,18,13,6,94,44,77,64,56,0,15,41,38,6,11,3,0,2
2020-09-01,74,83,64,57,59,83,70,79,76,61,31,17,5,18,40,50,47,33,59,35,47,40,35,17,24,61,63,9,37,25,28,14,19,44,4,45,82,79,46,58,33,23,18,33,33,28,18,29,15,80,8,73,39,5,48,51,9,35,6,17,0,21,21,29,6,20,69,22,32,57,92,77,0,91,45,78,58,69,51,57,76,40,76,57,53,69,87,89,44,40,87,93,80,22,68,63,68,61,85,30,0,37,36,68,1,1,15,4,8,77,46,69,46,80,37,75,60,61,77,95,44,70,88,23,58,45,38,49,51,44,14,30,17,24,0,29,54,39,58,50,29,61,78,64,74,41,5,36,93,92,96,75,34,16,67,0,37,21,16,18,13,4,91,41,82,46,52,0,16,44,30,5,6,3,0,1
2020-10-01,69,90,72,65,59,84,69,76,75,59,25,19,6,17,26,38,30,23,48,18,32,25,18,14,20,44,44,3,24,23,24,13,22,44,8,41,71,82,51,47,33,25,22,35,36,30,16,33,16,67,7,62,27,11,36,46,7,47,10,25,0,19,21,29,5,10,50,16,24,37,85,75,0,89,44,75,55,68,52,48,68,30,78,59,44,65,80,83,23,34,91,96,74,24,97,64,90,91,100,26,5,34,36,69,1,0,8,4,1,78,45,69,51,80,29,74,77,49,71,94,67,74,83,21,60,45,37,53,55,19,10,21,18,24,0,27,31,28,63,53,27,67,75,67,79,38,25,35,89,96,97,82,36,15,66,13,34,0,14,19,12,6,82,40,66,60,49,0,19,38,32,5,5,2,0,1
2020-11-01,58,90,100,71,94,78,64,65,71,52,20,17,12,16,21,28,24,18,45,15,23,16,15,11,22,22,23,5,17,22,24,23,8,41,17,37,55,78,45,43,35,19,26,37,42,30,10,33,18,56,7,58,24,5,34,45,5,67,16,43,0,18,19,27,3,12,46,15,28,46,80,61,5,82,46,66,50,57,48,46,67,41,69,50,38,58,70,74,41,33,83,83,64,22,84,61,89,77,93,22,0,32,32,62,1,0,6,4,1,76,42,57,57,78,28,68,68,44,56,84,62,68,82,19,84,72,40,100,56,22,13,24,30,37,0,39,85,72,98,76,27,100,77,100,92,22,10,42,90,100,97,100,34,11,58,7,36,36,14,18,12,5,74,39,58,68,47,0,15,37,41,4,5,2,0,1
2020-12-01,73,96,93,75,88,72,58,55,65,51,24,19,3,16,17,18,19,17,37,14,12,16,14,11,23,22,23,3,15,24,27,18,12,45,17,33,52,77,40,39,30,21,28,36,32,30,10,35,16,66,6,74,22,5,37,45,6,81,19,63,7,20,22,27,7,11,35,13,22,27,77,61,0,79,51,63,47,48,43,48,87,32,57,45,35,52,56,60,24,29,74,71,57,24,47,56,57,48,71,20,0,28,31,59,1,0,6,4,1,94,58,70,85,92,24,72,68,45,66,73,56,64,84,24,92,66,42,94,59,24,19,28,35,37,0,38,63,64,100,72,24,84,72,87,93,33,30,38,79,88,86,91,31,13,63,0,29,29,15,18,14,6,65,38,47,50,39,0,17,44,40,5,7,2,0,2
2021-01-01,63,79,76,56,70,82,56,54,66,50,33,22,17,19,18,20,22,18,43,16,23,22,16,12,23,38,35,2,26,21,22,7,13,44,4,38,61,84,52,40,28,18,17,39,49,32,14,38,14,61,6,62,24,5,38,47,10,94,19,76,0,19,20,28,1,11,27,16,14,24,84,63,0,79,49,73,47,49,46,40,76,32,55,45,44,100,65,69,40,100,74,69,54,25,39,52,50,34,66,19,0,29,32,52,1,1,7,4,1,85,50,60,72,84,22,70,59,37,57,74,48,66,87,18,65,47,28,64,52,31,11,24,21,71,19,29,34,32,66,48,24,61,63,71,73,37,29,18,82,96,87,90,34,13,58,6,34,21,15,21,15,7,67,40,64,66,44,0,12,41,34,6,5,1,0,2
2021-02-01,65,84,69,52,62,81,61,62,72,54,30,23,9,21,23,29,26,19,49,23,23,24,23,14,22,49,45,7,32,26,27,14,18,48,0,50,67,87,52,38,29,22,16,45,52,37,22,42,16,55,5,49,28,0,39,54,12,97,25,84,0,21,20,27,6,14,30,16,17,34,93,63,0,82,46,74,52,52,50,36,58,29,57,45,42,81,67,71,25,63,79,74,59,24,41,55,51,36,64,22,0,31,34,57,2,1,8,4,0,81,43,54,47,80,25,76,63,44,59,72,50,70,93,19,58,42,29,52,56,18,11,19,18,46,0,21,26,27,61,45,23,57,61,64,73,18,16,28,78,90,85,73,34,14,66,7,42,24,19,26,20,7,65,42,64,61,43,0,13,35,37,6,7,2,0,2
