date,841_Flyer,841_Canada,841_No Frills,841_Costco,841_Real Canadian Superstore,47_Car,47_Canada,47_Sales,47_Honda,47_Ford,1190_Car,1190_Canada,1190_Ford,1190_General Motors,1191_Motorcycle,1191_Mountain bike,1191_Canada,1191_Bicycle,1191_Mountain,1140_KAYAK,1140_Kayak,1140_Sales,1140_Outboard motor,1140_Boat,1213_Living van,1213_Trailer,1213_Sales,1213_Recreational vehicle,1213_Caravan,1013_Car,1013_Auction,1013_Sales,1013_Classic,1013_Classic car,1214_Car,1214_Trailer,1214_Sales,1214_Ritchie Bros. Auctioneers,1214_Truck,806_Car,806_Truck,806_Bugatti,806_Lamborghini,810_Car,810_Canada,810_Electric vehicle,810_Hybrid vehicle,810_Electric car,1317_Car,1317_Lock,1317_Smart,1317_Door,273_Motorcycle,273_Canada,273_Harley-Davidson,273_Sales,273_Yamaha Motor Company,148_Arctic Cat,148_Snowmobile,148_Ski-Doo,148_Polaris Inc.,1147_Aircraft,1147_Cessna,1147_Sales,1147_Airplane,1212_Scooter,1212_Motorcycle,1212_Canada,1212_Vespa,1212_Kick scooter,610_Van,610_Sales,610_Ford,610_Truck,610_Sport utility vehicle,815_Car,815_Canada,815_Sales,815_Ford,815_Honda,1294_Speed limit,1294_Ontario,1294_Exam,1294_Traffic ticket,1294_Driving,170_Driving school,170_Driving,170_Driver's license,170_License,170_Vehicle registration plate,138_Car,138_Code,138_Oil,138_apk,89_Car,89_Canada,89_Wheel,89_Tire,89_Rim,473_Car,473_Canada,473_Sales,473_Auto Trader Group,473_Used car,803_Car,803_Auto show,803_Air show,803_2010,803_Toronto,121_IGA Extra,121_Super C,121_Circulaire,121_IGA,121_Grocery store,276_Restaurant,276_Domino's Pizza,276_Menu,276_Toronto,276_McDonald's,650_Door,650_Canada,650_Air conditioning,650_Wood,650_The Home Depot,73_Walmart Pharmacy,73_Canadian Tire,73_Walmart,73_Walmart Canada,73_Calgary,355_Bookstore,355_Renaud-Bray,355_Archambault,355_Book,1146_EB Games Australia,1146_Game,1146_EB Games,1146_Canada,1146_Video game,18_Canada,18_Kijiji,18_Canadian Tire,18_Walmart,18_Shoes,1225_Outlet store,1225_Canada,1225_Hour,1225_Wholesaling,1225_Costco,270_IKEA,270_Furniture,270_Light,270_Canada,659_Gas,659_Petroleum,659_Filling station,659_Oil,659_Gasoline,1268_GasBuddy,1268_Costco Gasoline,1268_Gasoline,1268_Costco,1268_Price,38_SAAQ,38_Canada,38_Insurance,38_Vehicle insurance,38_Desjardins Group,844_Canada,844_Barcode,844_Point of sale,844_Image scanner,614_Vancouver,614_Centre Bell,614_Cineplex Entertainment,614_Ticket,614_Ticketmaster
2018-04-01,67,40,42,41,26,72,74,65,84,78,24,16,22,4,43,33,41,35,28,55,55,15,28,28,43,53,44,10,27,31,18,17,43,32,52,77,67,0,71,22,69,27,75,41,33,35,9,38,8,88,17,90,46,53,30,19,6,29,13,4,0,25,30,5,29,45,20,25,22,38,73,50,85,88,6,55,58,58,77,75,41,69,35,52,53,69,73,29,51,23,75,92,79,29,54,71,76,58,64,38,37,68,7,32,32,3,5,5,11,27,52,41,32,49,64,78,73,75,58,57,62,13,74,31,33,46,45,37,47,18,6,18,20,0,24,27,14,24,47,47,39,49,81,35,48,0,6,60,67,73,52,60,71,19,0,41,44,33,29,13,35,28,69,39,64,62,36,30,33,20,0,35,16,0,35,34
2018-05-01,75,30,45,36,31,73,74,66,90,80,21,17,21,7,60,44,45,49,38,67,67,17,48,42,0,74,49,5,23,30,24,10,40,25,38,82,65,7,72,19,29,34,65,39,38,43,16,37,11,67,19,72,57,61,32,21,6,20,5,1,0,23,28,6,27,60,24,28,29,63,78,44,84,84,0,58,56,55,74,84,44,70,29,58,63,74,79,33,56,17,92,100,92,24,59,73,73,61,67,40,36,68,7,33,36,1,14,5,11,28,56,45,33,50,70,87,75,74,73,66,73,42,81,60,36,60,51,38,54,20,8,15,25,0,19,24,8,16,46,50,52,53,86,52,46,35,12,71,60,66,48,51,81,22,23,43,47,38,37,14,37,29,74,40,72,58,39,30,35,20,0,38,20,0,40,46
2018-06-01,74,31,45,37,34,75,77,64,83,84,21,20,22,8,64,46,43,43,37,77,77,18,57,50,0,76,50,7,28,33,13,10,41,30,37,81,60,0,72,25,31,45,60,32,28,41,18,29,8,74,17,67,55,62,45,16,0,17,5,1,0,26,33,5,27,55,24,27,26,52,84,41,86,84,6,58,55,56,74,76,54,74,27,47,64,72,78,35,60,18,82,86,81,26,59,72,59,46,49,39,40,69,7,32,54,1,31,5,9,35,61,43,35,58,72,87,75,77,67,62,71,42,73,45,41,58,49,27,50,15,5,11,20,22,23,31,15,27,47,46,50,52,79,39,48,7,6,68,62,65,48,50,78,27,24,41,37,27,46,14,30,23,69,39,68,59,39,24,29,13,0,35,16,0,24,28
2018-07-01,72,52,49,51,33,76,80,68,90,82,17,22,22,5,42,44,42,43,36,97,97,25,62,63,0,89,63,9,31,32,17,16,44,29,47,79,60,7,76,22,33,31,57,36,30,41,22,32,9,74,15,71,54,60,41,17,6,19,6,1,0,26,32,7,26,53,16,27,25,38,91,43,88,90,6,60,58,55,76,79,61,85,36,49,72,79,89,32,59,47,83,79,80,27,62,70,58,45,45,38,39,70,0,32,56,2,43,4,7,27,55,44,34,83,78,85,81,87,86,65,78,53,72,63,45,65,60,38,55,23,8,18,28,0,19,31,16,20,48,47,47,63,74,50,52,36,6,72,71,71,51,57,85,15,47,37,39,33,8,9,34,25,62,38,70,61,41,31,30,23,0,35,15,0,30,35
2018-08-01,76,49,47,46,32,76,78,67,84,82,14,17,18,4,39,37,39,35,32,84,84,21,56,55,22,83,57,10,27,32,27,12,40,27,47,79,59,7,77,27,29,39,56,34,27,32,14,29,9,74,16,75,47,52,40,16,18,25,10,2,0,30,37,4,34,50,22,23,30,28,96,53,92,88,0,62,60,57,77,77,57,84,33,49,63,87,91,36,64,47,79,92,82,27,59,68,57,46,54,41,39,69,0,34,51,2,64,4,11,40,53,44,32,82,79,67,80,73,69,64,72,31,72,46,44,52,55,45,55,31,6,19,32,0,22,34,15,24,50,46,41,58,82,61,52,29,24,68,78,75,55,62,89,17,47,37,39,31,23,7,32,23,64,41,71,67,25,35,28,19,0,33,13,0,30,32
2018-09-01,70,36,46,35,31,69,73,61,77,84,16,16,18,6,29,30,29,27,25,49,49,18,35,32,0,52,39,9,24,27,21,4,42,27,42,66,56,0,73,23,23,41,52,33,28,32,9,30,9,59,16,62,37,43,33,15,0,35,14,3,0,26,30,6,26,37,17,22,20,24,68,46,85,82,0,56,56,46,84,72,61,78,40,45,61,71,77,31,54,24,75,97,78,30,55,70,61,58,62,39,39,67,21,33,34,2,47,5,21,18,60,43,35,73,69,70,74,65,64,63,63,15,72,34,38,50,55,36,49,53,6,14,33,0,22,38,16,25,49,44,40,58,85,46,45,29,6,67,72,73,60,56,78,19,23,37,45,27,15,9,30,23,64,39,67,68,29,31,33,15,0,37,28,0,38,41
2018-10-01,68,33,43,34,29,65,68,58,75,78,19,18,23,5,21,19,19,17,16,40,40,12,25,20,0,35,25,2,74,28,13,4,40,25,39,54,54,21,76,20,30,34,47,32,27,27,26,29,7,85,15,80,26,38,20,11,0,42,24,6,0,22,25,5,26,31,15,19,13,17,63,49,82,73,0,52,52,50,74,71,52,76,32,52,64,61,73,27,48,34,67,95,80,31,55,78,77,87,88,37,37,66,0,29,9,2,2,4,13,13,52,42,30,55,65,60,71,62,69,60,59,12,68,33,39,40,51,30,50,19,5,15,21,0,22,39,11,24,51,42,39,56,77,53,45,21,0,63,58,70,62,50,73,20,0,44,38,30,29,8,30,24,62,35,65,49,47,31,24,16,0,42,33,0,38,43
2018-11-01,88,60,42,55,33,61,68,54,70,70,23,45,38,48,16,15,21,15,13,37,37,10,11,15,0,21,15,2,100,23,7,13,32,22,30,43,39,29,70,20,28,32,48,30,24,35,30,27,6,69,17,68,20,37,23,6,0,60,37,9,0,23,28,6,26,34,5,18,13,45,59,48,71,78,0,50,51,49,63,65,48,65,19,49,55,61,67,28,47,12,61,89,78,29,58,80,85,96,96,33,35,66,0,23,10,3,1,4,13,18,59,47,34,51,63,67,74,60,55,60,57,9,66,33,37,64,68,50,49,19,10,26,23,0,33,58,25,28,82,39,60,88,85,71,65,35,17,71,65,75,67,61,72,21,69,45,38,33,15,9,31,24,57,38,63,63,34,36,34,15,0,48,34,0,45,45
2018-12-01,90,55,48,49,40,57,62,46,61,67,18,24,29,13,19,14,19,15,12,33,33,12,11,14,0,19,14,5,36,20,12,6,36,16,42,42,38,0,75,19,30,27,47,31,25,34,17,28,8,49,18,58,22,36,19,7,0,72,51,11,8,21,25,6,24,28,15,15,10,18,61,25,76,72,0,46,48,42,61,56,40,90,34,32,79,51,57,26,44,24,57,81,71,33,52,63,49,46,48,31,34,56,0,22,11,4,1,4,7,37,68,48,43,61,72,78,81,66,72,52,47,9,65,37,43,69,87,46,63,27,20,33,30,45,41,74,27,36,64,36,58,94,75,69,56,74,12,87,65,72,69,60,73,13,0,42,37,31,16,9,31,24,46,32,56,54,46,34,34,20,0,41,30,0,42,48
2019-01-01,72,31,44,34,31,61,64,53,65,73,23,27,24,13,28,14,20,15,13,43,43,11,10,23,0,30,21,2,25,29,13,22,42,28,37,45,37,0,74,21,29,35,47,29,26,31,7,24,6,65,15,70,29,39,21,16,11,80,59,13,0,23,29,6,28,22,6,11,14,13,60,44,81,77,11,48,49,52,72,62,38,90,19,43,95,61,72,26,46,28,63,83,69,29,55,57,47,36,41,35,36,62,0,25,22,17,2,4,19,16,59,46,36,53,60,64,78,62,72,55,53,11,67,32,40,35,50,30,41,34,7,17,26,0,22,32,10,22,48,36,34,52,65,37,44,7,0,58,68,71,59,59,70,19,22,39,42,26,7,8,23,19,49,39,68,66,47,30,35,14,7,35,26,0,27,34
2019-02-01,72,31,48,35,27,64,69,58,66,74,19,23,21,13,18,15,19,16,13,43,43,14,15,25,0,32,27,10,22,24,12,18,41,26,41,48,57,15,81,19,32,29,43,32,25,24,18,28,7,56,16,66,30,40,21,10,0,96,54,13,0,26,28,8,26,24,9,13,16,16,68,45,84,81,0,51,53,51,71,65,32,61,27,40,53,60,68,28,48,18,64,94,68,27,56,58,46,34,41,34,39,68,0,24,43,23,4,4,36,22,57,48,34,50,62,64,76,57,58,56,49,13,65,25,37,31,46,37,38,19,10,16,17,0,21,22,12,21,44,36,32,49,66,38,45,22,6,57,57,63,55,47,72,17,24,38,42,26,0,6,24,18,49,35,67,58,44,29,39,18,0,40,31,23,35,44
2019-03-01,68,30,43,35,32,71,73,62,81,80,22,20,20,5,36,28,30,25,22,48,48,14,23,26,0,47,36,6,21,30,27,9,46,28,36,64,61,21,83,22,42,52,51,36,39,34,17,33,8,58,16,57,39,50,29,10,0,63,40,8,0,35,27,6,33,37,24,19,18,25,79,56,89,86,6,54,56,56,75,75,46,76,25,50,65,81,83,31,56,22,75,90,87,28,53,67,64,45,53,39,39,72,0,30,38,8,4,4,23,31,57,46,32,52,65,77,79,58,70,59,56,18,65,36,40,35,47,37,40,16,9,12,21,0,18,26,11,23,46,39,36,50,80,42,47,27,0,60,59,72,57,50,73,20,22,37,39,35,0,7,31,25,53,38,74,64,51,28,36,20,0,41,31,0,30,37
2019-04-01,71,33,50,39,38,76,79,66,88,85,21,19,24,4,49,41,40,40,34,55,55,12,32,30,22,55,41,9,26,35,26,19,48,29,45,77,60,29,80,22,40,32,51,53,52,71,28,50,10,73,18,78,51,58,33,16,0,30,12,3,0,26,29,7,27,56,17,26,26,31,77,51,94,90,12,56,55,60,77,80,57,84,22,64,70,74,79,32,66,40,89,92,100,30,61,75,85,65,67,42,40,71,7,34,35,6,4,5,12,30,62,44,36,60,66,92,72,62,76,64,61,21,75,43,42,47,56,34,45,15,11,15,17,0,22,21,10,20,43,40,46,58,89,35,44,28,0,72,60,71,57,51,78,21,23,41,37,51,30,17,40,34,63,42,93,85,45,29,32,16,0,32,26,0,36,34
2019-05-01,72,34,48,39,41,73,74,65,84,79,14,15,34,7,64,40,41,41,34,56,56,17,45,41,42,72,41,15,27,30,13,11,40,30,49,80,59,28,77,23,32,31,51,53,53,67,32,53,9,65,18,69,52,54,27,14,0,19,6,1,0,23,29,7,30,65,17,27,22,43,69,41,85,92,6,55,53,61,73,75,100,84,47,51,63,73,81,29,56,39,90,100,98,29,59,70,66,58,63,39,38,70,7,31,38,1,11,4,9,42,60,47,37,60,67,71,78,63,88,66,63,30,78,56,46,54,52,35,41,17,7,12,21,21,22,20,9,25,45,40,52,56,86,39,44,34,11,71,64,63,50,54,75,21,44,40,41,35,14,8,31,24,64,37,78,78,48,26,33,21,0,31,19,0,42,38
2019-06-01,71,35,47,39,39,75,74,62,80,78,15,17,30,5,45,41,45,41,36,67,67,14,55,50,22,74,48,10,28,31,15,6,41,26,45,76,48,50,79,24,28,35,59,40,38,44,30,38,8,74,15,88,52,57,33,12,0,17,5,1,0,26,28,6,28,69,28,30,30,53,81,38,85,94,6,58,52,50,71,71,63,80,58,51,64,85,88,32,60,34,86,92,91,29,59,66,64,47,56,39,40,69,0,30,57,1,33,4,6,66,62,43,39,71,70,76,78,70,88,68,65,40,74,43,42,57,57,37,45,21,4,11,21,0,21,26,13,17,47,37,53,58,85,54,47,7,12,70,62,67,50,49,83,25,0,38,39,36,7,7,34,27,58,37,76,68,47,30,33,16,7,41,14,0,38,35
2019-07-01,71,40,49,41,43,77,78,67,88,79,18,17,21,6,53,46,42,42,39,87,87,19,67,62,44,86,56,3,32,30,24,8,40,27,38,82,51,36,72,23,38,25,54,35,33,39,9,32,9,100,17,100,51,53,36,19,6,19,5,1,0,25,27,4,26,82,30,32,27,43,93,38,86,90,12,58,56,55,76,78,66,85,32,48,63,98,98,37,64,23,88,95,89,30,60,68,62,48,52,42,40,74,0,34,59,1,30,4,6,62,61,46,38,84,79,75,81,78,89,69,69,51,74,63,45,55,62,39,48,26,9,13,21,0,18,24,13,19,47,39,50,62,80,43,51,14,12,72,67,70,52,52,87,15,23,36,38,39,22,7,31,20,61,38,80,89,45,29,32,14,0,38,16,0,27,34
2019-08-01,74,41,53,42,43,78,75,67,82,79,14,14,14,5,45,37,40,37,32,74,74,21,61,56,43,82,51,9,31,24,22,9,41,21,43,80,54,21,78,24,29,44,55,35,34,38,17,33,8,89,17,86,46,48,41,10,0,24,9,2,8,26,35,5,25,88,29,28,25,35,91,48,88,92,6,60,56,56,76,75,76,86,22,50,72,86,92,35,65,40,86,92,95,32,58,65,56,48,46,40,40,74,0,32,58,1,76,5,11,71,60,45,37,80,81,89,86,70,100,72,56,25,79,47,45,44,60,37,52,39,8,16,27,0,20,25,11,25,47,37,45,61,86,46,49,0,0,76,78,74,56,62,91,14,45,35,37,35,7,6,33,21,62,39,87,84,55,27,30,14,0,30,20,0,30,30
2019-09-01,63,34,46,38,39,71,68,62,76,75,21,22,19,17,42,31,29,25,25,45,45,18,36,33,21,50,36,11,28,25,9,7,37,21,32,63,50,41,75,21,25,46,57,39,37,34,20,37,8,74,16,84,34,40,28,13,6,32,15,3,7,26,34,4,25,70,20,24,15,46,74,46,82,79,6,56,52,55,72,71,63,77,33,47,57,83,87,34,57,27,73,89,83,30,56,65,60,57,64,39,39,68,0,31,35,2,54,4,16,65,64,42,37,64,66,86,74,72,79,67,55,16,74,54,44,40,54,33,44,46,6,14,33,81,21,25,14,23,47,34,40,56,86,54,46,33,0,68,72,73,59,61,79,15,0,39,40,30,21,7,30,21,59,38,96,75,58,25,39,16,7,41,30,0,37,43
2019-10-01,69,41,47,38,38,67,66,54,73,74,19,20,24,27,29,22,23,19,19,33,33,11,23,20,19,32,22,2,20,26,17,14,36,27,37,56,42,38,77,19,24,28,50,43,39,43,14,41,8,70,17,81,26,36,25,10,5,38,24,5,0,22,26,5,24,44,7,18,13,31,65,35,80,81,0,51,50,45,71,67,54,73,46,48,58,69,79,31,53,31,68,86,84,29,55,75,73,81,84,37,35,63,0,29,10,2,2,4,13,58,63,44,33,58,65,88,70,63,73,66,54,17,71,33,47,33,51,33,43,18,6,15,21,38,21,23,11,18,50,31,39,54,79,48,47,19,5,68,62,68,62,55,76,18,0,39,39,30,13,8,29,19,57,39,87,65,53,31,33,20,6,35,26,0,33,35
2019-11-01,75,63,42,55,45,65,63,54,71,82,15,17,22,5,29,16,22,16,14,29,29,10,11,15,19,19,15,7,21,32,12,9,35,26,39,42,42,13,75,18,27,24,44,40,34,55,19,35,9,77,19,91,21,31,22,9,0,58,36,8,7,22,24,7,25,35,8,17,12,40,59,40,76,100,5,49,46,57,82,65,33,60,29,52,55,57,69,26,48,21,64,82,84,31,61,81,89,100,100,35,33,66,6,24,11,3,2,4,13,35,63,45,34,49,63,76,72,63,72,66,52,13,65,43,45,63,65,56,43,21,10,19,17,0,29,42,22,25,75,31,62,83,88,58,59,31,15,79,65,75,70,61,71,17,0,37,33,26,0,7,26,19,51,35,76,56,60,29,35,17,0,31,44,0,29,30
2019-12-01,80,64,50,59,52,61,59,49,58,72,18,13,17,7,19,13,19,15,12,31,31,9,11,14,20,19,12,3,24,25,18,5,37,22,41,40,37,14,73,20,28,30,41,34,29,43,21,31,9,69,18,60,22,33,22,5,6,69,47,9,15,22,27,6,25,30,11,14,14,38,64,34,80,73,6,50,43,51,69,53,40,59,30,43,57,52,63,26,45,22,62,81,71,34,55,58,52,48,37,34,31,62,0,22,14,2,2,4,9,78,73,46,45,63,69,89,78,61,82,55,46,19,65,43,49,60,81,59,57,21,9,30,25,0,38,50,27,40,64,28,59,92,85,67,58,39,0,93,68,73,71,63,74,17,43,34,27,23,14,7,23,16,39,36,76,65,52,32,39,19,0,33,28,0,34,31
2020-01-01,71,39,47,34,43,65,60,49,60,72,18,19,20,7,16,14,19,14,13,38,38,9,10,21,0,25,16,9,22,27,18,10,38,25,37,47,40,19,79,19,30,30,39,34,30,43,26,31,7,80,17,85,27,36,15,11,0,83,57,11,0,26,24,7,27,24,15,14,13,14,68,41,77,79,16,49,46,52,70,55,41,71,42,48,62,64,74,28,49,45,62,90,77,28,57,52,47,39,36,36,37,59,0,25,20,9,3,4,18,31,63,45,35,59,61,75,74,57,69,61,51,18,64,29,43,31,47,30,36,36,6,15,26,37,21,25,13,28,44,28,33,49,71,42,48,6,5,59,66,68,62,58,66,16,0,37,34,24,13,7,25,18,49,41,83,53,57,32,37,22,6,27,27,0,29,36
2020-02-01,69,35,58,35,40,65,63,54,65,75,18,18,19,8,19,18,22,18,15,38,38,11,17,23,0,33,25,2,18,28,12,9,33,22,38,50,43,26,80,20,26,34,41,35,32,35,16,31,6,58,15,59,31,40,25,11,0,76,61,12,7,23,28,4,29,28,9,13,14,12,73,42,85,76,0,51,48,48,73,59,48,68,29,49,57,66,73,31,61,21,59,81,70,27,52,54,46,34,38,38,34,64,0,27,41,22,4,4,33,49,61,46,34,58,66,92,79,59,62,60,49,19,67,29,44,27,45,28,37,20,10,15,23,20,19,20,12,20,41,28,31,47,68,36,50,6,0,64,59,69,59,51,69,17,0,37,37,29,20,6,31,21,48,42,85,74,57,23,36,22,0,40,37,0,38,45
2020-03-01,73,57,86,69,89,54,60,46,54,72,23,33,65,13,33,25,33,23,21,23,23,9,16,19,17,30,19,3,20,22,12,7,35,20,37,46,35,56,62,17,28,28,36,26,23,30,19,22,4,55,14,53,29,44,27,11,0,48,38,7,0,21,23,7,24,38,9,17,15,26,58,33,68,67,5,41,43,41,65,49,32,72,25,33,43,50,55,26,47,27,56,77,68,26,46,53,49,36,42,33,32,57,0,20,17,5,2,4,14,72,84,61,98,100,40,77,55,35,75,52,56,21,63,27,62,44,70,52,35,13,11,17,16,17,28,34,20,35,40,26,41,70,54,23,65,60,9,91,56,56,50,51,71,20,54,48,39,66,40,16,62,52,50,44,86,58,51,21,37,17,0,16,14,0,17,22
2020-04-01,100,88,100,93,100,54,65,44,58,66,21,24,38,10,54,62,78,51,51,23,23,12,30,26,33,31,22,10,21,28,15,13,40,25,34,56,40,32,59,19,20,21,40,18,16,21,9,17,5,50,13,57,38,61,37,13,0,28,13,3,6,22,23,4,23,58,24,31,21,66,54,23,62,64,0,40,39,39,59,46,18,67,17,25,31,18,31,25,43,22,58,63,80,26,50,83,76,55,56,27,27,48,5,17,8,0,2,3,2,58,98,100,100,84,28,92,58,24,61,72,63,19,84,63,60,82,100,96,25,13,11,23,15,32,24,21,25,33,58,27,85,99,66,11,65,100,9,100,68,62,58,74,59,20,0,59,30,33,22,9,27,25,52,37,75,60,37,24,28,19,5,4,3,0,6,7
2020-05-01,100,73,82,77,75,68,79,60,74,77,18,23,35,8,46,97,100,68,77,58,58,18,59,45,16,65,39,8,23,32,14,10,39,26,28,84,50,38,75,24,20,27,52,23,18,25,8,19,5,60,15,63,47,70,57,18,0,22,6,2,0,23,23,10,23,78,29,40,31,68,64,48,78,83,4,51,48,51,68,64,32,51,15,30,36,34,46,32,56,35,75,83,92,23,64,97,77,61,73,35,35,67,0,28,11,0,4,4,3,100,91,96,79,59,36,83,77,26,69,94,92,44,98,93,57,100,86,70,40,22,8,18,20,0,21,23,17,30,64,32,100,89,78,27,67,63,4,84,94,81,67,100,60,15,0,38,32,21,0,3,18,16,82,36,85,74,24,35,35,12,5,4,2,0,6,6
2020-06-01,90,61,74,66,61,76,85,70,86,87,25,20,27,7,59,96,100,70,75,83,83,23,80,71,35,89,64,15,28,32,13,6,42,28,43,95,60,23,84,26,18,27,59,24,22,26,15,20,7,76,17,71,51,68,57,12,0,22,6,2,0,22,26,10,22,97,28,44,32,100,90,51,92,96,14,58,54,54,81,75,46,61,23,38,50,67,77,38,66,32,88,93,94,22,73,92,71,57,68,40,38,76,0,35,13,1,1,4,1,75,84,84,54,61,48,78,77,28,76,100,90,50,99,79,58,83,71,58,43,20,8,19,22,17,17,26,20,23,61,32,83,75,76,40,64,22,9,75,92,95,66,85,64,18,0,38,32,18,6,5,17,14,100,45,100,100,33,33,46,25,0,5,2,0,6,6
2020-07-01,89,54,77,61,65,82,88,72,87,98,18,17,23,6,55,83,85,59,66,100,100,31,90,100,19,100,70,9,27,34,16,3,42,32,42,100,67,43,83,25,24,34,66,30,28,37,12,26,7,80,16,81,52,61,57,16,5,23,6,2,7,22,29,7,21,100,31,42,32,88,91,40,96,100,0,61,57,62,100,77,61,73,41,32,60,96,99,44,74,44,89,91,93,22,75,92,69,54,60,41,39,79,0,33,15,1,2,4,1,58,80,85,48,76,62,73,84,35,79,100,92,58,93,82,57,71,67,48,44,22,7,19,24,0,21,24,19,24,57,34,70,70,76,46,61,30,15,77,92,96,63,89,74,13,19,34,34,17,31,6,17,13,93,46,100,69,70,31,45,15,0,6,1,0,5,4
2020-08-01,79,46,73,54,62,78,81,68,85,87,20,14,21,6,61,63,69,49,52,81,81,23,75,77,37,92,63,11,24,32,17,16,47,27,60,96,56,25,76,27,20,36,58,33,27,36,13,29,8,76,16,78,46,55,51,12,0,24,9,3,7,22,33,7,20,95,21,36,26,71,100,49,99,94,5,61,55,54,85,74,62,71,44,41,59,93,97,43,72,44,88,88,96,23,69,78,67,53,58,40,36,69,6,34,16,1,4,4,1,58,73,77,43,84,71,67,87,40,77,98,73,33,91,59,56,55,59,31,40,33,7,19,26,18,22,22,13,31,53,32,54,60,82,42,61,42,30,84,100,97,67,86,76,14,19,32,38,17,6,5,18,14,93,44,94,80,59,34,40,15,0,6,2,0,11,3
2020-09-01,83,60,74,64,57,70,76,61,79,83,16,19,31,5,50,46,59,33,40,35,35,18,43,40,18,63,38,13,24,28,19,15,40,25,44,82,46,6,79,23,19,32,58,33,28,33,18,29,7,72,15,79,39,50,48,10,5,35,17,6,0,21,29,6,21,69,21,32,21,58,77,43,91,91,0,57,51,57,78,70,54,75,38,42,56,88,90,40,69,44,80,87,93,22,63,85,68,61,69,37,36,68,0,30,15,1,8,4,1,47,77,80,46,69,61,60,75,37,77,95,70,22,88,40,51,45,58,49,37,44,16,18,29,0,25,39,54,28,61,29,50,59,78,37,64,47,5,74,93,97,74,92,67,16,0,33,34,16,13,3,18,13,89,41,91,81,43,27,43,19,0,5,1,0,6,3
2020-10-01,90,60,69,72,64,69,75,59,76,84,19,17,25,6,35,30,48,23,28,18,18,15,29,25,0,44,23,7,20,24,22,12,39,22,40,71,52,6,82,25,24,34,47,36,30,38,17,33,7,61,16,69,27,46,37,7,11,47,25,10,0,19,29,6,21,50,11,25,16,37,75,44,85,89,0,55,51,48,75,68,45,65,37,30,58,80,83,35,65,26,73,91,96,24,64,100,90,91,98,34,36,69,6,26,8,0,1,4,1,51,78,80,45,69,49,77,74,29,71,94,73,21,83,66,55,45,60,53,37,18,10,18,21,0,24,28,30,26,66,27,53,63,75,36,67,38,26,79,89,97,83,96,66,15,20,35,31,15,0,5,19,12,90,40,81,66,55,29,39,21,0,5,1,0,5,2
2020-11-01,90,95,58,100,71,64,71,52,65,78,17,17,20,11,25,24,45,18,21,15,15,11,21,16,39,23,17,8,21,24,8,22,36,21,37,55,46,26,79,19,26,36,43,37,30,42,11,33,7,61,18,60,24,45,35,5,5,67,43,16,0,18,27,4,19,46,12,28,15,47,61,46,80,82,5,50,47,47,66,58,40,66,32,41,49,70,74,33,58,36,63,83,83,22,62,93,89,77,84,32,32,61,0,21,6,0,1,4,1,57,76,78,42,57,44,68,68,28,56,84,68,19,82,59,55,72,84,100,40,22,13,30,25,19,37,71,84,39,100,27,76,98,77,43,100,25,10,92,90,98,100,100,58,11,0,34,33,14,26,5,18,12,79,38,74,58,64,37,35,17,0,4,1,0,5,2
2020-12-01,97,89,73,94,75,58,65,50,55,73,19,15,24,3,17,19,38,17,18,14,14,12,11,16,0,23,15,5,22,27,12,17,40,24,33,52,41,26,78,21,28,31,39,37,30,33,13,34,6,75,16,67,22,45,37,5,5,81,63,20,7,20,27,7,22,35,13,22,13,28,61,49,76,79,0,47,43,48,63,48,34,85,26,34,44,56,60,29,52,21,57,73,71,24,56,71,57,48,47,28,31,59,0,20,6,0,1,4,1,82,94,92,58,70,45,68,72,24,66,73,64,24,84,54,59,66,92,94,42,24,22,35,28,0,37,64,63,39,84,24,72,100,72,39,87,25,36,93,79,87,91,88,62,13,0,31,26,15,27,5,18,13,62,37,65,46,46,36,42,19,0,5,2,0,7,2
2021-01-01,80,71,63,77,57,57,66,49,54,82,22,19,33,16,21,22,44,18,18,16,16,13,21,22,19,35,26,3,23,22,13,7,39,20,40,61,53,6,84,18,19,28,40,39,32,51,12,37,5,58,14,60,24,47,38,11,5,94,77,19,0,19,27,1,20,27,11,14,15,24,63,49,83,79,0,47,45,40,73,49,43,73,31,33,45,65,69,100,100,40,54,74,69,25,52,66,50,34,39,29,32,52,0,19,7,1,1,4,1,72,85,84,50,60,37,60,70,22,57,74,66,18,87,46,52,47,65,64,28,30,12,21,24,18,72,32,35,28,60,24,48,66,63,19,71,36,30,73,82,87,90,96,57,13,20,34,30,15,19,6,21,15,64,40,67,66,66,31,40,13,0,6,2,0,5,1
2021-02-01,84,63,65,69,51,61,72,54,61,80,23,21,30,8,25,26,49,19,23,22,22,15,20,24,21,45,32,9,23,28,18,17,42,27,48,66,54,0,88,21,17,29,38,45,37,52,25,42,5,46,17,57,28,54,41,13,0,97,84,25,0,20,27,6,21,30,14,17,16,34,63,45,93,82,0,52,50,36,74,53,41,56,28,30,46,67,71,63,81,22,59,79,74,24,55,64,52,36,41,31,34,57,0,22,8,1,0,4,2,46,81,80,43,54,44,63,76,24,59,72,70,19,92,48,56,42,58,52,29,17,12,18,20,0,47,27,25,21,57,23,45,61,61,30,64,20,17,73,78,86,73,90,66,14,22,34,37,19,7,7,26,20,60,41,65,63,59,33,36,14,0,6,2,0,7,2
